"dataset","original_name","clade","alignment"
"Simion2017","Plumapathes_pennacea","Cnidaria","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Trichoplax_adhaerens","Placozoa","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Amphimedon_queenslandica","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Aphrocallistes_vastus","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Chondrilla_nucula","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Corticium_candelabrum","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Ephydatia_muelleri","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Euplectella_aspergillum","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Hyalonema_populiferum","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Ircinia_fasciculata","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Kirkpatrickia_variolosa","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Latrunculia_apicalis","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Oscarella_carmela","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Petrosia_ficiformis","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Rossella_fibulata","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Spongilla_lacustris","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Sycon_ciliatum","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Sycon_coactum","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Sympagella_nux","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Oscarella_species","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Plakina_jani","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Leucosolenia_complicata","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Leuconia_nivea","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Clathrina_coriacea","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Pleraplysilla_spinifera","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Mycale_phyllophila","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Grantia_compressa","Porifera","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Beroe_abyssicola","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Bolinopsis_infundibulum","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Cestum_veneris","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Dryodora_glandiformis","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Euplokamis_dunlapae","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Mnemiopsis_leidyi","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Vallicula_multiformis","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Beroe_sp.","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Coeloplana_species","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Hormiphora_californensis","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Lampea_pancerina","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Pleurobrachia_species","Ctenophora","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Amoebidium_parasiticum_JAP72","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Capsaspora_owczarzaki_atcc30864","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Ministeria_vibrans","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Monosiga_brevicollis_mx1","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_rosetta","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Acanthoeca_spectabilis_VA_02","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_urceolata_04","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_roanoka_13","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_qvevrii_09","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_punica_03","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_dolichothecata_16","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_helianthica_18","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_infusionum_12","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Salpingoeca_macrocollata_06","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Stephanoeca_diplocostata_AUFR","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Codosiga_hollandica_17","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Mylnosiga_fluctuans_19","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Choanoeca_perplexa_11","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Diaphanoeca_grandis_RI_01","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Didymoeca_costata_10","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Abeoforma_whisleri","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Creolimax_fragrantissima","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Pirum_gemmata","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Simion2017","Sphaeroforma_arctica_JP610","Outgroup","supermatrix_97sp_401632pos_1719genes"
"Whelan2015","Capitella_teleta","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Danio_rerio","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Daphnia_pulex","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Drosophila_melanogaster","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Homo_sapiens","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Lottia_gigantea","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Petromyzon_marinus","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Priapulus_caudatus","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Saccoglossus_kowalevskii","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Strongylocentrotus_purpuratus","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Hemithiris_psittacea","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Lithobius_forficatus","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Tubulanus_polymorphus","Bilateria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Abylopsis_tetragona","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Acropora_digitifera","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Agalma_elegans","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Aiptasia_pallida","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Aurelia_aurita","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Bolocera_tuediae","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Eunicella_verrucosa","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Hormathia_digitata","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Hydra_oligactis","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Hydra_viridissima","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Hydra_vulgaris","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Nanomia_bijuga","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Nematostella_vectensis","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Craseoa_lathetica","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Periphylla_periphylla","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Physalia_physalis","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Platygyra_carnosa","Cnidaria","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Trichoplax_adhaerens","Placozoa","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Amphimedon_queenslandica","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Aphrocallistes_vastus","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Chondrilla_nucula","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Corticium_candelabrum","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Crella_elegans","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Ephydatia_muelleri","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Hyalonema_populiferum","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Ircinia_fasciculata","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Kirkpatrickia_variolosa","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Latrunculia_apicalis","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Oscarella_carmela","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Petrosia_ficiformis","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Pseudospongosorites_suberitoides","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Rossella_fibulata","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Sycon_ciliatum","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Sycon_coactum","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Sympagella_nux","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Spongilla_alba","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Tethya_wilhelma","Porifera","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Beroe_abyssicola","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Bolinopsis_infundibulum","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Coeloplana_astericola","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Dryodora_glandiformis","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Euplokamis_dunlapae","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Mnemiopsis_leidyi","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Pleurobrachia_bachei","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Vallicula_sp","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Mertensiidae_sp","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Pleurobrachia_atlantica","Ctenophora","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Amoebidium_parasiticum","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Capsaspora_owczarzaki","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Monosiga_ovata","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Salpingoeca_rosetta","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Sphaeroforma_arctica","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Spizellomyces_punctatus","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Allomyces_macrogynus","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Ministeria_vibrans","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Mortierella_verticillata","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2015","Rhizopus_oryzae","Outgroup","Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"
"Whelan2017","Homo_sapiens","Bilateria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Strongylocentrotus_purpatus","Bilateria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Hemithris_psittacea","Bilateria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Capitella_teleta","Bilateria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Drosophila_melanogaster","Bilateria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Daphnia_pulex","Bilateria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Hydra_vulgaris","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Bolocera_tuediae","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Aiptasia_pallida","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Hormathia_digitata","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Nematostella_vectensis","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Acropora_digitifera","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Eunicella_verrucosa","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Hydra_viridissima","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Hydra_oligactis","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Physalia_physalia","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Abylopsis_tetragona","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Craseo_lathetica","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Nanomia_bijuga","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Agalma_elegans","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Periphyla_periphyla","Cnidaria","Metazoa_Choano_RCFV_strict"
"Whelan2017","Trichoplax_adhaerens","Placozoa","Metazoa_Choano_RCFV_strict"
"Whelan2017","Cliona_varians","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Sycon_coactum","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Sycon_ciliatum","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Corticium_candelabrum","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Oscarella_carmela","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Hyalonema_populiferum","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Aphrocallistes_vastus","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Rossella_fibulata","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Sympagella_nux","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Ircinia_fasciculata","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Chondrilla_nucula","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Amphimedon_queenslandica","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Petrosia_ficiformis","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Spongilla_lacustris","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Pseudospongosorites_suberitoides","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Mycale_phylophylla","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Latrunculia_apicalis","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Crella_elegans","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Kirkpatrickia_variolosa","Porifera","Metazoa_Choano_RCFV_strict"
"Whelan2017","Euplokamis_dunlapae","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Vallicula_sp","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Coeloplana_astericola","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Hormiphora_californica","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Hormiphora_palmata","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Pleurobrachia_pileus","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Pleurobrachia_bachei","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Pleurobrachia_sp_South_Carolina_USA","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Cydippida_sp_Maryland_USA","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Callianira_Antarctica","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Mertensiidae_sp_Antarctica","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Mertensiidae_sp_Washington_USA","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Cydippida_sp","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Dryodora_glandiformis","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Lobatolampea_tetragona","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Beroe_abyssicola","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Beroe_sp_Antarctica","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Beroe_ovata","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Beroe_sp_Queensland_Australia","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Beroe_forskalii","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Ocyropsis_sp_Bimini_Bahamas","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Ocyropsis_crystallina","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Ocyropsis_sp_Florida_USA","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Bolinopsis_infundibulum","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Mnemiopsis_leidyi","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Bolinopsis_ashleyi","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Lobata_sp_Punta_Arenas_Argentina","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Eurhamphaea_vexilligera","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Cestum_veneris","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Ctenophora_sp_Florida_USA","Ctenophora","Metazoa_Choano_RCFV_strict"
"Whelan2017","Salpingoeca_pyxidium","Outgroup","Metazoa_Choano_RCFV_strict"
"Whelan2017","Monosiga_ovata","Outgroup","Metazoa_Choano_RCFV_strict"
"Whelan2017","Acanthoeca_sp","Outgroup","Metazoa_Choano_RCFV_strict"
"Whelan2017","Salpingoeca_rosetta","Outgroup","Metazoa_Choano_RCFV_strict"
"Whelan2017","Monosiga_brevicolis","Outgroup","Metazoa_Choano_RCFV_strict"
