"dataset","original_name","clade","alignment","relabelled_names"
"Laumer2018","CNID_Csow","Cnidaria","Tplx_phylo_d1","Craspedacusta_sowerbyi"
"Laumer2018","CNID_Epal","Cnidaria","Tplx_phylo_d1","Exaiptasia_pallida"
"Laumer2018","CNID_Gven","Cnidaria","Tplx_phylo_d1","Gorgonia_ventalina"
"Laumer2018","CNID_Hvul","Cnidaria","Tplx_phylo_d1","Hydra_vulgaris"
"Laumer2018","CNID_Ltet","Cnidaria","Tplx_phylo_d1","Liriope_tetraphylla"
"Laumer2018","CNID_Lcmp","Cnidaria","Tplx_phylo_d1","Lucernariopsis_campanulata"
"Laumer2018","CNID_Nvec","Cnidaria","Tplx_phylo_d1","Nematostella_vectensis"
"Laumer2018","CNID_Pnct","Cnidaria","Tplx_phylo_d1","Pelagia_noctiluca"
"Laumer2018","CNID_Smel","Cnidaria","Tplx_phylo_d1","Stomolophus_meleagris"
"Laumer2018","CTEN_Baby","Ctenophora","Tplx_phylo_d1","Beroe_abyssicola"
"Laumer2018","CTEN_Cmet","Ctenophora","Tplx_phylo_d1","Coeloplana_cf_meteoris"
"Laumer2018","CTEN_Edun","Ctenophora","Tplx_phylo_d1","Euplokamis_dunlapae"
"Laumer2018","CTEN_Mlei","Ctenophora","Tplx_phylo_d1","Mnemiopsis_leidyi"
"Laumer2018","CTEN_Pbac","Ctenophora","Tplx_phylo_d1","Pleurobrachia_bachei"
"Laumer2018","CTEN_Vmul","Ctenophora","Tplx_phylo_d1","Vallicula_multiformis"
"Laumer2018","OUTC_Aspc","Outgroup","Tplx_phylo_d1","Acanthoeca_spectabilis"
"Laumer2018","OUTC_Chol","Outgroup","Tplx_phylo_d1","Codosiga_hollandica"
"Laumer2018","OUTC_Dcos","Outgroup","Tplx_phylo_d1","Didymoeca_costata"
"Laumer2018","OUTC_Mbre","Outgroup","Tplx_phylo_d1","Monosiga_brevicolis"
"Laumer2018","OUTC_Sdol","Outgroup","Tplx_phylo_d1","Salpingoeca_dolichothecata"
"Laumer2018","OUTC_Smac","Outgroup","Tplx_phylo_d1","Salpingoeca_macrocollata"
"Laumer2018","OUTC_Sros","Outgroup","Tplx_phylo_d1","Salpingoeca_rosetta"
"Laumer2018","PLAC_Tadh","Placozoa","Tplx_phylo_d1","Trichoplax_adhaerens"
"Laumer2018","PLAC_TH11","Placozoa","Tplx_phylo_d1","Trichoplax_sp_11"
"Laumer2018","PLAC_TpH4","Placozoa","Tplx_phylo_d1","Trichoplax_sp_H4"
"Laumer2018","PLAC_TpH6","Placozoa","Tplx_phylo_d1","Trichoplax_sp_H6"
"Laumer2018","PORI_Aque","Porifera","Tplx_phylo_d1","Amphimedon_queenslandica"
"Laumer2018","PORI_Cnuc","Porifera","Tplx_phylo_d1","Chondrilla_caribensis"
"Laumer2018","PORI_Ccor","Porifera","Tplx_phylo_d1","Clathrina_coriacea"
"Laumer2018","PORI_Cvar","Porifera","Tplx_phylo_d1","Cliona_varians"
"Laumer2018","PORI_Ccan","Porifera","Tplx_phylo_d1","Corticium_candelabrum"
"Laumer2018","PORI_Cele","Porifera","Tplx_phylo_d1","Crella_elegans"
"Laumer2018","PORI_Easp","Porifera","Tplx_phylo_d1","Euplectella_aspergillum"
"Laumer2018","PORI_Ifas","Porifera","Tplx_phylo_d1","Ircinia_fasciculata"
"Laumer2018","PORI_Lcom","Porifera","Tplx_phylo_d1","Leucosolenia_complicata"
"Laumer2018","PORI_Ocar","Porifera","Tplx_phylo_d1","Oscarella_carmela"
"Laumer2018","PORI_Pfic","Porifera","Tplx_phylo_d1","Petrosia_ficiformis"
"Laumer2018","PORI_Slac","Porifera","Tplx_phylo_d1","Spongilla_lacustris"
"Laumer2018","PORI_Scil","Porifera","Tplx_phylo_d1","Sycon_ciliatum"
"Laumer2018","PORI_Scoa","Porifera","Tplx_phylo_d1","Sycon_coactum"
"Laumer2018","PORI_Snux","Porifera","Tplx_phylo_d1","Sympagella_nux"
"Laumer2019","CEPH_Bflo","Bilateria","nonbilateria_MARE_BMGE","Branchiostoma_floridae"
"Laumer2019","ANNE_Ctel","Bilateria","nonbilateria_MARE_BMGE","Capitella_teleta"
"Laumer2019","MOLL_Lott","Bilateria","nonbilateria_MARE_BMGE","Lottia_gigantea"
"Laumer2019","CRAN_Mmus","Bilateria","nonbilateria_MARE_BMGE","Mus_musculus"
"Laumer2019","ONYC_Peri","Bilateria","nonbilateria_MARE_BMGE","Peripatoides_sp"
"Laumer2019","PRIA_Pcau","Bilateria","nonbilateria_MARE_BMGE","Priapulus_caudatus"
"Laumer2019","ECHI_Spur","Bilateria","nonbilateria_MARE_BMGE","Strongylocentrotus_purpuratus"
"Laumer2019","BRAC_Ttvs","Bilateria","nonbilateria_MARE_BMGE","Terebratalia_transversa"
"Laumer2019","XENO_XbJC","Bilateria","nonbilateria_MARE_BMGE","Xenoturbella_bocki"
"Laumer2019","CNID_Atet","Cnidaria","nonbilateria_MARE_BMGE","Abylopsis_tetragona"
"Laumer2019","CNID_Adig","Cnidaria","nonbilateria_MARE_BMGE","Acropora_digitifera"
"Laumer2019","CNID_Csow","Cnidaria","nonbilateria_MARE_BMGE","Craspedacusta_sowerbyi"
"Laumer2019","CNID_Gven","Cnidaria","nonbilateria_MARE_BMGE","Gorgonia_ventalina"
"Laumer2019","CNID_Hvul","Cnidaria","nonbilateria_MARE_BMGE","Hydra_vulgaris"
"Laumer2019","CNID_Nvec","Cnidaria","nonbilateria_MARE_BMGE","Nematostella_vectensis"
"Laumer2019","CNID_Phyd","Cnidaria","nonbilateria_MARE_BMGE","Polypodium_hydriforme"
"Laumer2019","CNID_Smel","Cnidaria","nonbilateria_MARE_BMGE","Stomolophus_meleagris"
"Laumer2019","CTEN_Baby","Ctenophora","nonbilateria_MARE_BMGE","Beroe_abyssicola"
"Laumer2019","CTEN_Edun","Ctenophora","nonbilateria_MARE_BMGE","Euplokamis_dunlapae"
"Laumer2019","CTEN_Mlei","Ctenophora","nonbilateria_MARE_BMGE","Mnemiopsis_leidyi"
"Laumer2019","CTEN_Pbac","Ctenophora","nonbilateria_MARE_BMGE","Pleurobrachia_bachei"
"Laumer2019","CTEN_Vmul","Ctenophora","nonbilateria_MARE_BMGE","Vallicula_multiformis"
"Laumer2019","OUTF_Amac","Outgroup","nonbilateria_MARE_BMGE","Allomyces_macrogynus"
"Laumer2019","OUTI_Apar","Outgroup","nonbilateria_MARE_BMGE","Amoebidium_parasiticum"
"Laumer2019","OUTI_Cowc","Outgroup","nonbilateria_MARE_BMGE","Capsaspora_owczarzaki"
"Laumer2019","OUTI_Falb","Outgroup","nonbilateria_MARE_BMGE","Fonticula_alba"
"Laumer2019","OUTF_Foxy","Outgroup","nonbilateria_MARE_BMGE","Fusarium_oxysporum"
"Laumer2019","OUTI_Mvar","Outgroup","nonbilateria_MARE_BMGE","Ministeria_vibrans"
"Laumer2019","OUTC_Mbre","Outgroup","nonbilateria_MARE_BMGE","Monosiga_brevicolis"
"Laumer2019","OUTF_Mver","Outgroup","nonbilateria_MARE_BMGE","Mortierella_verticillata"
"Laumer2019","OUTF_Rsol","Outgroup","nonbilateria_MARE_BMGE","Rhizophagus_irregularis"
"Laumer2019","OUTF_Rall","Outgroup","nonbilateria_MARE_BMGE","Rozella_allomycis"
"Laumer2019","OUTC_Sros","Outgroup","nonbilateria_MARE_BMGE","Salpingoeca_rosetta"
"Laumer2019","OUTI_Sart","Outgroup","nonbilateria_MARE_BMGE","Sphaeroforma_artica"
"Laumer2019","OUTF_Spun","Outgroup","nonbilateria_MARE_BMGE","Spizellomyces_punctatus"
"Laumer2019","OUTI_Ttra","Outgroup","nonbilateria_MARE_BMGE","Thecamonas_trahens"
"Laumer2019","PLAC_Tadh","Placozoa","nonbilateria_MARE_BMGE","Trichoplax_adhaerens"
"Laumer2019","PORI_Aque","Porifera","nonbilateria_MARE_BMGE","Amphimedon_queenslandica"
"Laumer2019","PORI_Avas","Porifera","nonbilateria_MARE_BMGE","Aphrocallistes_vastus"
"Laumer2019","PORI_Cnuc","Porifera","nonbilateria_MARE_BMGE","Chondrilla_caribensis"
"Laumer2019","PORI_Ccla","Porifera","nonbilateria_MARE_BMGE","Clathrina_coriacea"
"Laumer2019","PORI_Cvar","Porifera","nonbilateria_MARE_BMGE","Cliona_varians"
"Laumer2019","PORI_Ccan","Porifera","nonbilateria_MARE_BMGE","Corticium_candelabrum"
"Laumer2019","PORI_Cele","Porifera","nonbilateria_MARE_BMGE","Crella_elegans"
"Laumer2019","PORI_Ifas","Porifera","nonbilateria_MARE_BMGE","Ircinia_fasciculata"
"Laumer2019","PORI_Ocar","Porifera","nonbilateria_MARE_BMGE","Oscarella_carmela"
"Laumer2019","PORI_Pfic","Porifera","nonbilateria_MARE_BMGE","Petrosia_ficiformis"
"Laumer2019","PORI_Psub","Porifera","nonbilateria_MARE_BMGE","Pseudospongosorites_suberitoides"
"Laumer2019","PORI_Slac","Porifera","nonbilateria_MARE_BMGE","Spongilla_lacustris"
"Laumer2019","PORI_Scil","Porifera","nonbilateria_MARE_BMGE","Sycon_ciliatum"
"Laumer2019","PORI_Scoa","Porifera","nonbilateria_MARE_BMGE","Sycon_coactum"
"Moroz2014","ACAL","Bilateria","ED3d","Aplysia_californica"
"Moroz2014","BFLO","Bilateria","ED3d","Branchiostoma_floridae"
"Moroz2014","CTEL","Bilateria","ED3d","Capitella_teleta"
"Moroz2014","CINT","Bilateria","ED3d","Ciona_intestinalis"
"Moroz2014","CGIG","Bilateria","ED3d","Crassostrea_gigas"
"Moroz2014","DPUL","Bilateria","ED3d","Daphnia_pulex"
"Moroz2014","DMEL","Bilateria","ED3d","Drosophila_melanogaster"
"Moroz2014","HSAP","Bilateria","ED3d","Homo_sapiens"
"Moroz2014","ISCA","Bilateria","ED3d","Ixodes_scapularis"
"Moroz2014","LGIG","Bilateria","ED3d","Lottia_gigantea"
"Moroz2014","SKOW","Bilateria","ED3d","Saccoglossus_kowalevskii"
"Moroz2014","SPUR","Bilateria","ED3d","Strongylocentrotus_purpuratus"
"Moroz2014","ADIG","Cnidaria","ED3d","Acropora_digitifera"
"Moroz2014","AIPT","Cnidaria","ED3d","Aiptasia_pallida"
"Moroz2014","AVIR","Cnidaria","ED3d","Anemonia_viridis"
"Moroz2014","CHEM","Cnidaria","ED3d","Clytia_hemisphaerica"
"Moroz2014","GVEN","Cnidaria","ED3d","Gorgonia_ventalina"
"Moroz2014","HVUL","Cnidaria","ED3d","Hydra_vulgaris"
"Moroz2014","HECH","Cnidaria","ED3d","Hydractinia_echinata"
"Moroz2014","NVEC","Cnidaria","ED3d","Nematostella_vectensis"
"Moroz2014","PCAR","Cnidaria","ED3d","Podocoryna_carnea"
"Moroz2014","PAST","Cnidaria","ED3d","Porites_astreoides"
"Moroz2014","BCUC","Ctenophora","ED3d","Beroe_abyssicola"
"Moroz2014","BINF","Ctenophora","ED3d","Bolinopsis_infundibulum"
"Moroz2014","COEL","Ctenophora","ED3d","Coeloplana_astericola"
"Moroz2014","DGLA","Ctenophora","ED3d","Dryodora_glandiformis"
"Moroz2014","EDUN","Ctenophora","ED3d","Euplokamis_dunlapae"
"Moroz2014","MERT","Ctenophora","ED3d","Mertensiidae_sp"
"Moroz2014","MLEI","Ctenophora","ED3d","Mnemiopsis_leidyi"
"Moroz2014","PBAC","Ctenophora","ED3d","Pleurobrachia_bachei"
"Moroz2014","PPIL","Ctenophora","ED3d","Pleurobrachia_pileus"
"Moroz2014","PATL","Ctenophora","ED3d","Pleurobrachia_sp"
"Moroz2014","VALL","Ctenophora","ED3d","Vallicula_sp"
"Moroz2014","MBRE","Outgroup","ED3d","Monosiga_brevicollis"
"Moroz2014","MOVA","Outgroup","ED3d","Monosiga_ovata"
"Moroz2014","SROS","Outgroup","ED3d","Salpingoeca_rosetta"
"Moroz2014","TADH","Placozoa","ED3d","Trichoplax_adhaerens"
"Moroz2014","AQUE","Porifera","ED3d","Amphimedon_queenslandica"
"Moroz2014","AVAS","Porifera","ED3d","Aphrocallistes_vastus"
"Moroz2014","CFOL","Porifera","ED3d","Carteriospongia_foliascens"
"Moroz2014","EMUE","Porifera","ED3d","Ephydatia_muelleri"
"Moroz2014","HCAL","Porifera","ED3d","Heterochone_calyx"
"Moroz2014","LCHA","Porifera","ED3d","Leucetta_chagosensis"
"Moroz2014","OMIN","Porifera","ED3d","Oopsacas_minuta"
"Moroz2014","OCAR","Porifera","ED3d","Oscarella_carmela"
"Moroz2014","SCOA","Porifera","ED3d","Sycon_coactum"
"Nosenko2013","Anoplod_er","Bilateria","nonribosomal_9187_smatrix","Anoplodactylus_eroticus"
"Nosenko2013","Aplysia_ca","Bilateria","nonribosomal_9187_smatrix","Aplysia_californica"
"Nosenko2013","Branchi_fl","Bilateria","nonribosomal_9187_smatrix","Branchiostoma_floridae"
"Nosenko2013","Capitel_sp","Bilateria","nonribosomal_9187_smatrix","Capitella_teleta"
"Nosenko2013","Ciona_inte","Bilateria","nonribosomal_9187_smatrix","Ciona_intestinalis"
"Nosenko2013","Crassos_gi","Bilateria","nonribosomal_9187_smatrix","Crassostrea_gigas"
"Nosenko2013","Danio_reri","Bilateria","nonribosomal_9187_smatrix","Danio_rerio"
"Nosenko2013","Daphnia_pu","Bilateria","nonribosomal_9187_smatrix","Daphnia_pulex"
"Nosenko2013","Euprymn_sc","Bilateria","nonribosomal_9187_smatrix","Euprymna_scolopes"
"Nosenko2013","Helobde_ro","Bilateria","nonribosomal_9187_smatrix","Helobdella_robusta"
"Nosenko2013","Ixodes_sca","Bilateria","nonribosomal_9187_smatrix","Ixodes_scapularis"
"Nosenko2013","Molgula_te","Bilateria","nonribosomal_9187_smatrix","Molgula_tectiformis"
"Nosenko2013","Nasonia_vi","Bilateria","nonribosomal_9187_smatrix","Nasonia_vitripennis"
"Nosenko2013","Pedicel_ce","Bilateria","nonribosomal_9187_smatrix","Pedicellina_cernua"
"Nosenko2013","Pedicul_hu","Bilateria","nonribosomal_9187_smatrix","Pediculus_humanus_capitis"
"Nosenko2013","Petromy_ma","Bilateria","nonribosomal_9187_smatrix","Petromyzon_marinus"
"Nosenko2013","Saccogl_ko","Bilateria","nonribosomal_9187_smatrix","Saccoglossus_kowalevskii"
"Nosenko2013","Scutige_co","Bilateria","nonribosomal_9187_smatrix","Scutigera_coleoptrata"
"Nosenko2013","Strongy_pu","Bilateria","nonribosomal_9187_smatrix","Strongylocentrotus_purpuratus"
"Nosenko2013","Tubifex_tu","Bilateria","nonribosomal_9187_smatrix","Tubifex_tubifex"
"Nosenko2013","Xenotur_bo","Bilateria","nonribosomal_9187_smatrix","Xenoturbella_bocki"
"Nosenko2013","Acropor_hy","Cnidaria","nonribosomal_9187_smatrix","Acropora_hyacinthus"
"Nosenko2013","Acropor_mi","Cnidaria","nonribosomal_9187_smatrix","Acropora_millepora"
"Nosenko2013","Acropor_pa","Cnidaria","nonribosomal_9187_smatrix","Acropora_palmata"
"Nosenko2013","Clytia_hem","Cnidaria","nonribosomal_9187_smatrix","Clytia_hemisphaerica"
"Nosenko2013","Cyanea_cap","Cnidaria","nonribosomal_9187_smatrix","Cyanea_capillata"
"Nosenko2013","Hydra_magn","Cnidaria","nonribosomal_9187_smatrix","Hydra_magnipapillata"
"Nosenko2013","Hydra_vulg","Cnidaria","nonribosomal_9187_smatrix","Hydra_vulgaris"
"Nosenko2013","Hydract_ec","Cnidaria","nonribosomal_9187_smatrix","Hydractinia_echinata"
"Nosenko2013","Metridi_se","Cnidaria","nonribosomal_9187_smatrix","Metridium_senile"
"Nosenko2013","Montast_fa","Cnidaria","nonribosomal_9187_smatrix","Montastraea_faveolata"
"Nosenko2013","Nematos_ve","Cnidaria","nonribosomal_9187_smatrix","Nematostella_vectensis"
"Nosenko2013","Podocor_ca","Cnidaria","nonribosomal_9187_smatrix","Podocoryna_carnea"
"Nosenko2013","Porites___","Cnidaria","nonribosomal_9187_smatrix","Porites_astreoides"
"Nosenko2013","Porites","Cnidaria","nonribosomal_9187_smatrix","Porites_sp"
"Nosenko2013","Beroe_sp","Ctenophora","nonribosomal_9187_smatrix","Beroe_sp"
"Nosenko2013","Beroe_sp__","Ctenophora","nonribosomal_9187_smatrix","Beroe_sp"
"Nosenko2013","Mertens_sp","Ctenophora","nonribosomal_9187_smatrix","Mertensiid_sp"
"Nosenko2013","Mnemiop_le","Ctenophora","nonribosomal_9187_smatrix","Mnemiopsis_leidyi"
"Nosenko2013","Pleurob_pi","Ctenophora","nonribosomal_9187_smatrix","Pleurobrachia_pileus"
"Nosenko2013","Allomyc_ma","Outgroup","nonribosomal_9187_smatrix","Allomyces_macrogynus"
"Nosenko2013","Amoebid_pa","Outgroup","nonribosomal_9187_smatrix","Amoebidium_parasiticum"
"Nosenko2013","Batrach_de","Outgroup","nonribosomal_9187_smatrix","Batrachochytrium_dendrobatidis"
"Nosenko2013","Capsasp_ow","Outgroup","nonribosomal_9187_smatrix","Capsaspora_owczarzaki"
"Nosenko2013","Monosig_br","Outgroup","nonribosomal_9187_smatrix","Monosiga_brevicollis"
"Nosenko2013","Monosig_ov","Outgroup","nonribosomal_9187_smatrix","Monosiga_ovata"
"Nosenko2013","Phycomy_bl","Outgroup","nonribosomal_9187_smatrix","Phycomyces_blakesleeanus"
"Nosenko2013","Protero_sp","Outgroup","nonribosomal_9187_smatrix","Proterospongia_sp"
"Nosenko2013","Sphaero_ar","Outgroup","nonribosomal_9187_smatrix","Sphaeroforma_arctica"
"Nosenko2013","Spizell_pu","Outgroup","nonribosomal_9187_smatrix","Spizellomyces_punctatus"
"Nosenko2013","Trichop_ad","Placozoa","nonribosomal_9187_smatrix","Trichoplax_adhaerens"
"Nosenko2013","Trichop_H4","Placozoa","nonribosomal_9187_smatrix","Trichoplax_sp"
"Nosenko2013","Amphime_qu","Porifera","nonribosomal_9187_smatrix","Amphimedon_queenslandica"
"Nosenko2013","Aphroca_va","Porifera","nonribosomal_9187_smatrix","Aphrocallistes_vastus"
"Nosenko2013","Asbesto_sp","Porifera","nonribosomal_9187_smatrix","Asbestopluma_sp"
"Nosenko2013","Astrosc_wi","Porifera","nonribosomal_9187_smatrix","Astrosclera_willeyana"
"Nosenko2013","Carteri_fo","Porifera","nonribosomal_9187_smatrix","Carteriospongia_foliascens"
"Nosenko2013","Corticium_","Porifera","nonribosomal_9187_smatrix","Corticium"
"Nosenko2013","Corticium","Porifera","nonribosomal_9187_smatrix","Corticium_sp"
"Nosenko2013","Cratero_me","Porifera","nonribosomal_9187_smatrix","Crateromorpha_meyeri"
"Nosenko2013","Ephydat_mu","Porifera","nonribosomal_9187_smatrix","Ephydatia_muelleri"
"Nosenko2013","Heteroc_ca","Porifera","nonribosomal_9187_smatrix","Heterochone_calyx"
"Nosenko2013","Leucett_ch","Porifera","nonribosomal_9187_smatrix","Leucetta_chagosensis"
"Nosenko2013","Leucoso_sp","Porifera","nonribosomal_9187_smatrix","Leucosolenia_sp"
"Nosenko2013","Lubomir_ba","Porifera","nonribosomal_9187_smatrix","Lubomirskia_baicalensis"
"Nosenko2013","Oopsacas_m","Porifera","nonribosomal_9187_smatrix","Oopsacas_minuta"
"Nosenko2013","Oscarel_ca","Porifera","nonribosomal_9187_smatrix","Oscarella_carmela"
"Nosenko2013","Oscarel_lo","Porifera","nonribosomal_9187_smatrix","Oscarella_lobularis"
"Nosenko2013","Oscarel_sp","Porifera","nonribosomal_9187_smatrix","Oscarella_sp"
"Nosenko2013","Pachydi_gl","Porifera","nonribosomal_9187_smatrix","Pachydictyum_globosum"
"Nosenko2013","Suberit_do","Porifera","nonribosomal_9187_smatrix","Suberites_domuncula"
"Nosenko2013","Sycon_cili","Porifera","nonribosomal_9187_smatrix","Sycon_ciliatum"
"Nosenko2013","Sycon_raph","Porifera","nonribosomal_9187_smatrix","Sycon_raphanus"
"Nosenko2013","Tethya_wil","Porifera","nonribosomal_9187_smatrix","Tethya_wilhelma"
"Nosenko2013","Anoplod_er","Bilateria","ribosomal_14615_smatrix","Anoplodactylus_eroticus"
"Nosenko2013","Aplysia_ca","Bilateria","ribosomal_14615_smatrix","Aplysia_californica"
"Nosenko2013","Branchi_fl","Bilateria","ribosomal_14615_smatrix","Branchiostoma_floridae"
"Nosenko2013","Capitel_sp","Bilateria","ribosomal_14615_smatrix","Capitella_teleta"
"Nosenko2013","Ciona_inte","Bilateria","ribosomal_14615_smatrix","Ciona_intestinalis"
"Nosenko2013","Crassos_gi","Bilateria","ribosomal_14615_smatrix","Crassostrea_gigas"
"Nosenko2013","Danio_reri","Bilateria","ribosomal_14615_smatrix","Danio_rerio"
"Nosenko2013","Daphnia_pu","Bilateria","ribosomal_14615_smatrix","Daphnia_pulex"
"Nosenko2013","Euprymn_sc","Bilateria","ribosomal_14615_smatrix","Euprymna_scolopes"
"Nosenko2013","Helobde_ro","Bilateria","ribosomal_14615_smatrix","Helobdella_robusta"
"Nosenko2013","Ixodes_sca","Bilateria","ribosomal_14615_smatrix","Ixodes_scapularis"
"Nosenko2013","Molgula_te","Bilateria","ribosomal_14615_smatrix","Molgula_tectiformis"
"Nosenko2013","Nasonia_vi","Bilateria","ribosomal_14615_smatrix","Nasonia_vitripennis"
"Nosenko2013","Pedicel_ce","Bilateria","ribosomal_14615_smatrix","Pedicellina_cernua"
"Nosenko2013","Pedicul_hu","Bilateria","ribosomal_14615_smatrix","Pediculus_humanus_capitis"
"Nosenko2013","Petromy_ma","Bilateria","ribosomal_14615_smatrix","Petromyzon_marinus"
"Nosenko2013","Saccogl_ko","Bilateria","ribosomal_14615_smatrix","Saccoglossus_kowalevskii"
"Nosenko2013","Scutige_co","Bilateria","ribosomal_14615_smatrix","Scutigera_coleoptrata"
"Nosenko2013","Strongy_pu","Bilateria","ribosomal_14615_smatrix","Strongylocentrotus_purpuratus"
"Nosenko2013","Tubifex_tu","Bilateria","ribosomal_14615_smatrix","Tubifex_tubifex"
"Nosenko2013","Xenotur_bo","Bilateria","ribosomal_14615_smatrix","Xenoturbella_bocki"
"Nosenko2013","Acropor_hy","Cnidaria","ribosomal_14615_smatrix","Acropora_hyacinthus"
"Nosenko2013","Acropor_mi","Cnidaria","ribosomal_14615_smatrix","Acropora_millepora"
"Nosenko2013","Acropor_pa","Cnidaria","ribosomal_14615_smatrix","Acropora_palmata"
"Nosenko2013","Clytia_hem","Cnidaria","ribosomal_14615_smatrix","Clytia_hemisphaerica"
"Nosenko2013","Cyanea_cap","Cnidaria","ribosomal_14615_smatrix","Cyanea_capillata"
"Nosenko2013","Hydra_magn","Cnidaria","ribosomal_14615_smatrix","Hydra_magnipapillata"
"Nosenko2013","Hydra_vulg","Cnidaria","ribosomal_14615_smatrix","Hydra_vulgaris"
"Nosenko2013","Hydract_ec","Cnidaria","ribosomal_14615_smatrix","Hydractinia_echinata"
"Nosenko2013","Metridi_se","Cnidaria","ribosomal_14615_smatrix","Metridium_senile"
"Nosenko2013","Montast_fa","Cnidaria","ribosomal_14615_smatrix","Montastraea_faveolata"
"Nosenko2013","Nematos_ve","Cnidaria","ribosomal_14615_smatrix","Nematostella_vectensis"
"Nosenko2013","Podocor_ca","Cnidaria","ribosomal_14615_smatrix","Podocoryna_carnea"
"Nosenko2013","Porites___","Cnidaria","ribosomal_14615_smatrix","Porites_astreoides"
"Nosenko2013","Porites","Cnidaria","ribosomal_14615_smatrix","Porites_sp"
"Nosenko2013","Beroe_sp","Ctenophora","ribosomal_14615_smatrix","Beroe_sp"
"Nosenko2013","Beroe_sp__","Ctenophora","ribosomal_14615_smatrix","Beroe_sp"
"Nosenko2013","Mertens_sp","Ctenophora","ribosomal_14615_smatrix","Mertensiid_sp"
"Nosenko2013","Mnemiop_le","Ctenophora","ribosomal_14615_smatrix","Mnemiopsis_leidyi"
"Nosenko2013","Pleurob_pi","Ctenophora","ribosomal_14615_smatrix","Pleurobrachia_pileus"
"Nosenko2013","Allomyc_ma","Outgroup","ribosomal_14615_smatrix","Allomyces_macrogynus"
"Nosenko2013","Amoebid_pa","Outgroup","ribosomal_14615_smatrix","Amoebidium_parasiticum"
"Nosenko2013","Batrach_de","Outgroup","ribosomal_14615_smatrix","Batrachochytrium_dendrobatidis"
"Nosenko2013","Capsasp_ow","Outgroup","ribosomal_14615_smatrix","Capsaspora_owczarzaki"
"Nosenko2013","Monosig_br","Outgroup","ribosomal_14615_smatrix","Monosiga_brevicollis"
"Nosenko2013","Monosig_ov","Outgroup","ribosomal_14615_smatrix","Monosiga_ovata"
"Nosenko2013","Phycomy_bl","Outgroup","ribosomal_14615_smatrix","Phycomyces_blakesleeanus"
"Nosenko2013","Protero_sp","Outgroup","ribosomal_14615_smatrix","Proterospongia_sp"
"Nosenko2013","Sphaero_ar","Outgroup","ribosomal_14615_smatrix","Sphaeroforma_arctica"
"Nosenko2013","Spizell_pu","Outgroup","ribosomal_14615_smatrix","Spizellomyces_punctatus"
"Nosenko2013","Trichop_ad","Placozoa","ribosomal_14615_smatrix","Trichoplax_adhaerens"
"Nosenko2013","Trichop_H4","Placozoa","ribosomal_14615_smatrix","Trichoplax_sp"
"Nosenko2013","Amphime_qu","Porifera","ribosomal_14615_smatrix","Amphimedon_queenslandica"
"Nosenko2013","Aphroca_va","Porifera","ribosomal_14615_smatrix","Aphrocallistes_vastus"
"Nosenko2013","Asbesto_sp","Porifera","ribosomal_14615_smatrix","Asbestopluma_sp"
"Nosenko2013","Astrosc_wi","Porifera","ribosomal_14615_smatrix","Astrosclera_willeyana"
"Nosenko2013","Carteri_fo","Porifera","ribosomal_14615_smatrix","Carteriospongia_foliascens"
"Nosenko2013","Corticium_","Porifera","ribosomal_14615_smatrix","Corticium"
"Nosenko2013","Corticium","Porifera","ribosomal_14615_smatrix","Corticium_sp"
"Nosenko2013","Cratero_me","Porifera","ribosomal_14615_smatrix","Crateromorpha_meyeri"
"Nosenko2013","Ephydat_mu","Porifera","ribosomal_14615_smatrix","Ephydatia_muelleri"
"Nosenko2013","Heteroc_ca","Porifera","ribosomal_14615_smatrix","Heterochone_calyx"
"Nosenko2013","Leucett_ch","Porifera","ribosomal_14615_smatrix","Leucetta_chagosensis"
"Nosenko2013","Leucoso_sp","Porifera","ribosomal_14615_smatrix","Leucosolenia_sp"
"Nosenko2013","Lubomir_ba","Porifera","ribosomal_14615_smatrix","Lubomirskia_baicalensis"
"Nosenko2013","Oopsacas_m","Porifera","ribosomal_14615_smatrix","Oopsacas_minuta"
"Nosenko2013","Oscarel_ca","Porifera","ribosomal_14615_smatrix","Oscarella_carmela"
"Nosenko2013","Oscarel_lo","Porifera","ribosomal_14615_smatrix","Oscarella_lobularis"
"Nosenko2013","Oscarel_sp","Porifera","ribosomal_14615_smatrix","Oscarella_sp"
"Nosenko2013","Pachydi_gl","Porifera","ribosomal_14615_smatrix","Pachydictyum_globosum"
"Nosenko2013","Suberit_do","Porifera","ribosomal_14615_smatrix","Suberites_domuncula"
"Nosenko2013","Suberit_fu","Porifera","ribosomal_14615_smatrix","Suberites_fuscus"
"Nosenko2013","Sycon_raph","Porifera","ribosomal_14615_smatrix","Sycon_raphanus"
"Nosenko2013","Tethya_wil","Porifera","ribosomal_14615_smatrix","Tethya_wilhelma"
"Philippe2009","Anoplodactylus_eroticus","Bilateria","Philippe_etal_superalignment_FixedNames","Anoplodactylus_eroticus"
"Philippe2009","AplysiaXcalifornica","Bilateria","Philippe_etal_superalignment_FixedNames","Aplysia_californica"
"Philippe2009","Branchiostoma_floridae","Bilateria","Philippe_etal_superalignment_FixedNames","Branchiostoma_floridae"
"Philippe2009","Capitella_sp__i_ecs-2004","Bilateria","Philippe_etal_superalignment_FixedNames","Capitella_sp"
"Philippe2009","CionaXsavignyi","Bilateria","Philippe_etal_superalignment_FixedNames","Ciona_savignyi"
